Accession,Species,Genus,Family,Isolate,Virus Taxonomic ID,Virus Name,Length,Isolate Lineage source,leiden,genus,species,infer_genus,cdhit_representative,orf_id,aa_length,phylo_cluster,orf1_genus
MN769214.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-341-13,93678,TTV-like mini virus,2892,"",5,171,1466,Betatorquevirus,MN769214.1,MN769214.1_1,664,15,Betatorquevirus
MN769212.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-340-2,93678,TTV-like mini virus,2912,"",44,707,1308,Betatorquevirus,MN769212.1,MN769212.1_1,673,20,Betatorquevirus
MN769211.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-339-7,93678,TTV-like mini virus,2894,"",51,30,74,Betatorquevirus,MN769211.1,MN769211.1_1,664,5,Betatorquevirus
MN769210.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-339-10,93678,TTV-like mini virus,2848,"",0,55,537,Betatorquevirus,MN769210.1,MN769210.1_1,665,2,Betatorquevirus
MN769209.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-338-9,93678,TTV-like mini virus,2979,"",116,239,249,Betatorquevirus,MN769209.1,MN769209.1_1,665,9,Betatorquevirus
MN769207.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-332-9,93678,TTV-like mini virus,2884,"",91,333,149,Betatorquevirus,MN769207.1,MN769207.1_1,664,15,Betatorquevirus
MN769206.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-332-5,93678,TTV-like mini virus,2925,"",10,160,278,Betatorquevirus,MN769206.1,MN769206.1_1,666,13,Betatorquevirus
MN769205.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-33-23,93678,TTV-like mini virus,2843,"",0,548,1805,Betatorquevirus,MN769205.1,MN769205.1_1,660,2,Betatorquevirus
MN769204.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-33-22,93678,TTV-like mini virus,2836,"",0,486,1850,Betatorquevirus,MN769204.1,MN769204.1_1,662,2,Betatorquevirus
MN769202.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-331-13,93678,TTV-like mini virus,2953,"",146,504,1104,Betatorquevirus,MN769202.1,MN769202.1_1,679,23,Betatorquevirus
MN769201.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-330-3,93678,TTV-like mini virus,2995,"",7,174,112,Betatorquevirus,MN769201.1,MN769201.1_1,673,20,Betatorquevirus
MN769200.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-330-10,93678,TTV-like mini virus,2890,"",60,182,1483,Betatorquevirus,MN769200.1,MN769200.1_1,671,20,Betatorquevirus
MN769193.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-323-4,93678,TTV-like mini virus,2898,"",63,15,489,Hetorquevirus,MN769193.1,MN769193.1_1,665,27,Hetorquevirus
MN769192.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-323-3,93678,TTV-like mini virus,2933,"",34,822,1184,Betatorquevirus,MN769192.1,MN769192.1_1,671,22,Betatorquevirus
MN769191.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-322-2,93678,TTV-like mini virus,2945,"",68,73,1141,Betatorquevirus,MN769191.1,MN769191.1_1,684,20,Betatorquevirus
MN769190.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-321-10,93678,TTV-like mini virus,2865,"",8,31,208,Betatorquevirus,MN769190.1,MN769190.1_1,667,17,Betatorquevirus
MN769189.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-32-0,93678,TTV-like mini virus,2923,"",2,311,171,Betatorquevirus,MN769189.1,MN769189.1_1,673,16,Betatorquevirus
MN769188.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-319-8,93678,TTV-like mini virus,2934,"",2,446,240,Betatorquevirus,MN769188.1,MN769188.1_1,678,16,Betatorquevirus
MN769187.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-319-26,93678,TTV-like mini virus,2823,"",15,43,446,Betatorquevirus,MN769187.1,MN769187.1_1,654,5,Betatorquevirus
MN769186.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-319-23,93678,TTV-like mini virus,2851,"",8,51,87,Betatorquevirus,MN769186.1,MN769186.1_1,661,17,Betatorquevirus
MN769185.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-319-22,93678,TTV-like mini virus,2876,"",46,29,7,Betatorquevirus,MN769185.1,MN769185.1_1,666,17,Betatorquevirus
MN769183.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-317-12,93678,TTV-like mini virus,2874,"",218,304,1603,Betatorquevirus,MN769183.1,MN769183.1_1,666,4,Betatorquevirus
MN769182.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-316-28,93678,TTV-like mini virus,2902,"",30,389,1381,Betatorquevirus,MN769182.1,MN769182.1_1,674,7,Betatorquevirus
MN769181.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-316-25,93678,TTV-like mini virus,2924,"",52,607,355,Betatorquevirus,MN769181.1,MN769181.1_1,674,11,Betatorquevirus
MN769180.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-316-21,93678,TTV-like mini virus,2883,"",95,372,1532,Betatorquevirus,MN769180.1,MN769180.1_1,668,17,Betatorquevirus
MN769179.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-315-27,93678,TTV-like mini virus,2807,"",101,562,2012,Betatorquevirus,MN769179.1,MN769179.1_1,663,24,Betatorquevirus
MN769178.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-314-33,93678,TTV-like mini virus,2737,"",172,996,2145,Betatorquevirus,MN769178.1,MN769178.1_1,633,3,Betatorquevirus
MN769177.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-314-25,93678,TTV-like mini virus,2852,"",8,529,1746,Betatorquevirus,MN769177.1,MN769177.1_1,659,17,Betatorquevirus
MN769175.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-313A-31,93678,TTV-like mini virus,2846,"",0,0,1790,Betatorquevirus,MN769175.1,MN769175.1_1,671,2,Betatorquevirus
MN769173.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-309-17,93678,TTV-like mini virus,2908,"",96,649,542,Betatorquevirus,MN769173.1,MN769173.1_1,674,7,Betatorquevirus
MN769172.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-309-16,93678,TTV-like mini virus,2908,"",29,651,551,Betatorquevirus,MN769172.1,MN769172.1_1,664,21,Betatorquevirus
MN769171.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-308-12,93678,TTV-like mini virus,2931,"",338,825,1197,Betatorquevirus,MN769171.1,MN769171.1_1,675,11,Betatorquevirus
MN769169.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-306B-7,93678,TTV-like mini virus,2988,"",33,1,1001,Betatorquevirus,MN769169.1,MN769169.1_1,668,5,Betatorquevirus
MN769166.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-306A-26,93678,TTV-like mini virus,2898,"",106,633,496,Betatorquevirus,MN769166.1,MN769166.1_1,669,16,Betatorquevirus
MN769162.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-301-6,93678,TTV-like mini virus,2975,"",126,169,161,Betatorquevirus,MN769162.1,MN769162.1_1,676,5,Betatorquevirus
MN769159.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-299A-16,93678,TTV-like mini virus,2931,"",171,637,518,Betatorquevirus,MN769159.1,MN769159.1_1,672,18,Betatorquevirus
MN769158.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-297-99,93678,TTV-like mini virus,2887,"",27,98,153,Betatorquevirus,MN769158.1,MN769158.1_1,661,13,Betatorquevirus
MN769155.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-277-43,93678,TTV-like mini virus,2615,"",12,128,2182,Betatorquevirus,MN769155.1,MN769155.1_1,653,4,Betatorquevirus
MN769154.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-277-25,93678,TTV-like mini virus,2877,"",8,51,1571,Betatorquevirus,MN769154.1,MN769154.1_1,671,17,Betatorquevirus
MN769153.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-277-21,93678,TTV-like mini virus,2936,"",60,107,1179,Betatorquevirus,MN769153.1,MN769153.1_1,672,20,Betatorquevirus
MN769151.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-275-55,93678,TTV-like mini virus,2808,"",0,0,372,Betatorquevirus,MN769151.1,MN769151.1_1,658,2,Betatorquevirus
MN769150.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-275-49,93678,TTV-like mini virus,2919,"",12,240,652,Betatorquevirus,MN769150.1,MN769150.1_1,659,4,Betatorquevirus
MN769149.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-275-45,93678,TTV-like mini virus,2874,"",27,119,1602,Betatorquevirus,MN769149.1,MN769149.1_1,662,13,Betatorquevirus
MN769147.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-275-28,93678,TTV-like mini virus,2896,"",7,303,1439,Betatorquevirus,MN769147.1,MN769147.1_1,681,20,Betatorquevirus
MN769144.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-267-25,93678,TTV-like mini virus,2785,"",92,125,2077,Betatorquevirus,MN769144.1,MN769144.1_1,644,2,Betatorquevirus
MN769143.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-267-14,93678,TTV-like mini virus,2919,"",223,836,1261,Betatorquevirus,MN769143.1,MN769143.1_1,674,12,Betatorquevirus
MN769142.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-266-6,93678,TTV-like mini virus,2958,"",28,487,1087,Betatorquevirus,MN769142.1,MN769142.1_1,684,6,Betatorquevirus
MN769141.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-266-13,93678,TTV-like mini virus,2897,"",63,15,640,Hetorquevirus,MN769141.1,MN769141.1_1,665,27,Hetorquevirus
MN769140.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-263-22,93678,TTV-like mini virus,2842,"",9,397,410,Betatorquevirus,MN769140.1,MN769140.1_1,665,24,Betatorquevirus
MN769137.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-262-4,93678,TTV-like mini virus,2982,"",7,401,1020,Betatorquevirus,MN769137.1,MN769137.1_1,677,20,Betatorquevirus
MN769136.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-25A-2,93678,TTV-like mini virus,2900,"",2,211,281,Betatorquevirus,MN769136.1,MN769136.1_1,669,16,Betatorquevirus
MN769135.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-259-10,93678,TTV-like mini virus,2900,"",106,142,150,Betatorquevirus,MN769135.1,MN769135.1_1,669,16,Betatorquevirus
MN769131.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-254-30,93678,TTV-like mini virus,2848,"",104,89,1774,Betatorquevirus,MN769131.1,MN769131.1_1,656,21,Betatorquevirus
MN769128.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-248-5,93678,TTV-like mini virus,2951,"",226,608,361,Betatorquevirus,MN769128.1,MN769128.1_1,673,9,Betatorquevirus
MN769126.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-247-30,93678,TTV-like mini virus,2781,"",0,60,21,Betatorquevirus,MN769126.1,MN769126.1_1,647,2,Betatorquevirus
MN769125.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-247-16,93678,TTV-like mini virus,2904,"",17,84,1365,Betatorquevirus,MN769125.1,MN769125.1_1,672,7,Betatorquevirus
MN769124.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-245-6,93678,TTV-like mini virus,2941,"",2,402,1152,Betatorquevirus,MN769124.1,MN769124.1_1,681,16,Betatorquevirus
MN769123.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-245-16,93678,TTV-like mini virus,2919,"",44,129,385,Betatorquevirus,MN769123.1,MN769123.1_1,678,20,Betatorquevirus
MN769118.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-244-10,93678,TTV-like mini virus,2927,"",11,270,200,Betatorquevirus,MN769118.1,MN769118.1_1,673,12,Betatorquevirus
MN769116.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-241-27,93678,TTV-like mini virus,2803,"",115,590,284,Betatorquevirus,MN769116.1,MN769116.1_1,650,2,Betatorquevirus
MN769112.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-239-5,93678,TTV-like mini virus,2968,"",57,130,1051,Betatorquevirus,MN769112.1,MN769112.1_1,673,22,Betatorquevirus
MN769110.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-237-6,93678,TTV-like mini virus,2901,"",6,63,1391,Betatorquevirus,MN769110.1,MN769110.1_1,667,11,Betatorquevirus
MN769109.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-235-49,93678,TTV-like mini virus,2803,"",159,973,2024,Betatorquevirus,MN769109.1,MN769109.1_1,661,24,Betatorquevirus
MN769108.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-235-46,93678,TTV-like mini virus,2884,"",5,171,75,Betatorquevirus,MN769108.1,MN769108.1_1,664,15,Betatorquevirus
MN769107.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-235-42,93678,TTV-like mini virus,2875,"",21,889,1592,Betatorquevirus,MN769107.1,MN769107.1_1,658,4,Betatorquevirus
MN769106.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-235-40,93678,TTV-like mini virus,2912,"",10,160,1307,Betatorquevirus,MN769106.1,MN769106.1_1,669,13,Betatorquevirus
MN769105.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-235-34,93678,TTV-like mini virus,2854,"",21,691,1734,Betatorquevirus,MN769105.1,MN769105.1_1,663,4,Betatorquevirus
MN769104.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-235-33,93678,TTV-like mini virus,2820,"",279,315,1940,Betatorquevirus,MN769104.1,MN769104.1_1,657,13,Betatorquevirus
MN769103.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-235-27,93678,TTV-like mini virus,2912,"",17,183,1306,Betatorquevirus,MN769103.1,MN769103.1_1,673,7,Betatorquevirus
MN769101.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-234-15,93678,TTV-like mini virus,2825,"",9,66,283,Betatorquevirus,MN769101.1,MN769101.1_1,659,24,Betatorquevirus
MN769100.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-234-14,93678,TTV-like mini virus,2902,"",151,381,1380,Betatorquevirus,MN769100.1,MN769100.1_1,662,3,Betatorquevirus
MN769096.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-231-6,93678,TTV-like mini virus,2874,"",139,625,440,Betatorquevirus,MN769096.1,MN769096.1_1,659,12,Betatorquevirus
MN769089.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-227-11,93678,TTV-like mini virus,2916,"",2,292,204,Betatorquevirus,MN769089.1,MN769089.1_1,668,16,Betatorquevirus
MN769087.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-225-5,93678,TTV-like mini virus,2894,"",27,40,130,Betatorquevirus,MN769087.1,MN769087.1_1,666,13,Betatorquevirus
MN769084.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-224-25,93678,TTV-like mini virus,2871,"",53,187,1620,Betatorquevirus,MN769084.1,MN769084.1_1,660,2,Betatorquevirus
MN769083.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-224-19,93678,TTV-like mini virus,2908,"",166,285,231,Betatorquevirus,MN769083.1,MN769083.1_1,672,18,Betatorquevirus
MN769082.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-132-9,93678,TTV-like mini virus,2864,"",5,331,143,Betatorquevirus,MN769082.1,MN769082.1_1,657,15,Betatorquevirus
MN769077.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-128B-15,93678,TTV-like mini virus,2970,"",265,616,409,Betatorquevirus,MN769077.1,MN769077.1_1,688,23,Betatorquevirus
MN769076.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-128A-23,93678,TTV-like mini virus,2919,"",2,173,71,Betatorquevirus,MN769076.1,MN769076.1_1,678,16,Betatorquevirus
MN769074.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-127-14,93678,TTV-like mini virus,2890,"",5,870,1482,Betatorquevirus,MN769074.1,MN769074.1_1,664,15,Betatorquevirus
MN769073.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-124-45,93678,TTV-like mini virus,2814,"",0,214,1969,Betatorquevirus,MN769073.1,MN769073.1_1,655,2,Betatorquevirus
MN769071.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-124-36,93678,TTV-like mini virus,2811,"",82,75,1984,Betatorquevirus,MN769071.1,MN769071.1_1,653,19,Betatorquevirus
MN769070.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-124-35,93678,TTV-like mini virus,2826,"",53,262,250,Betatorquevirus,MN769070.1,MN769070.1_1,643,2,Betatorquevirus
MN769068.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-124-29,93678,TTV-like mini virus,2876,"",46,188,1581,Betatorquevirus,MN769068.1,MN769068.1_1,669,17,Betatorquevirus
MN769067.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-124-28,93678,TTV-like mini virus,2877,"",40,284,1570,Betatorquevirus,MN769067.1,MN769067.1_1,661,4,Betatorquevirus
MN769062.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-121-17,93678,TTV-like mini virus,2825,"",21,96,1905,Betatorquevirus,MN769062.1,MN769062.1_1,658,4,Betatorquevirus
MN769060.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-121-12,93678,TTV-like mini virus,2861,"",67,53,1688,Betatorquevirus,MN769060.1,MN769060.1_1,671,20,Betatorquevirus
MN769059.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-121-10,93678,TTV-like mini virus,2927,"",2,252,1220,Betatorquevirus,MN769059.1,MN769059.1_1,678,16,Betatorquevirus
MN769058.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-120-10,93678,TTV-like mini virus,2859,"",77,78,18,Betatorquevirus,MN769058.1,MN769058.1_1,663,13,Betatorquevirus
MN769057.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-119-3,93678,TTV-like mini virus,2931,"",2,252,201,Betatorquevirus,MN769057.1,MN769057.1_1,678,16,Betatorquevirus
MN769056.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-118-7,93678,TTV-like mini virus,2864,"",21,96,1668,Betatorquevirus,MN769056.1,MN769056.1_1,658,4,Betatorquevirus
MN769055.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-116-35,93678,TTV-like mini virus,2874,"",143,203,142,Betatorquevirus,MN769055.1,MN769055.1_1,667,16,Betatorquevirus
MN769052.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-116-25,93678,TTV-like mini virus,2906,"",79,196,245,Betatorquevirus,MN769052.1,MN769052.1_1,661,4,Betatorquevirus
MN769051.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-116-23,93678,TTV-like mini virus,2916,"",2,411,1278,Betatorquevirus,MN769051.1,MN769051.1_1,671,16,Betatorquevirus
MN769046.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-108-15,93678,TTV-like mini virus,2948,"",22,118,108,Betatorquevirus,MN769046.1,MN769046.1_1,679,11,Betatorquevirus
MN769045.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-108-14,93678,TTV-like mini virus,2961,"",57,363,1069,Betatorquevirus,MN769045.1,MN769045.1_1,672,22,Betatorquevirus
MN769044.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-108-13,93678,TTV-like mini virus,2982,"",44,111,1019,Betatorquevirus,MN769044.1,MN769044.1_1,671,20,Betatorquevirus
MN769042.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-104-8,93678,TTV-like mini virus,2959,"",22,118,220,Betatorquevirus,MN769042.1,MN769042.1_1,679,11,Betatorquevirus
MN769041.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-104-7,93678,TTV-like mini virus,2942,"",2,402,534,Betatorquevirus,MN769041.1,MN769041.1_1,681,16,Betatorquevirus
MN769040.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-104-5,93678,TTV-like mini virus,2988,"",33,1,226,Betatorquevirus,MN769040.1,MN769040.1_1,668,5,Betatorquevirus
MN769038.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-104-15,93678,TTV-like mini virus,2815,"",42,21,17,Betatorquevirus,MN769038.1,MN769038.1_1,664,24,Betatorquevirus
MN769037.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-104-14,93678,TTV-like mini virus,2882,"",27,98,1539,Betatorquevirus,MN769037.1,MN769037.1_1,660,13,Betatorquevirus
MN769035.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-10-4,93678,TTV-like mini virus,2994,"",7,301,189,Betatorquevirus,MN769035.1,MN769035.1_1,674,20,Betatorquevirus
MN769034.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-103A-3,93678,TTV-like mini virus,2837,"",141,146,1844,Betatorquevirus,MN769034.1,MN769034.1_1,659,5,Betatorquevirus
MN769033.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-102-50,93678,TTV-like mini virus,2852,"",19,24,1,Betatorquevirus,MN769033.1,MN769033.1_1,656,16,Betatorquevirus
MN769032.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-10-13,93678,TTV-like mini virus,2889,"",5,573,1491,Betatorquevirus,MN769032.1,MN769032.1_1,665,15,Betatorquevirus
MN769029.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-100A-29,93678,TTV-like mini virus,2825,"",9,66,1904,Betatorquevirus,MN769029.1,MN769029.1_1,659,24,Betatorquevirus
MN769028.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-100A-26,93678,TTV-like mini virus,2878,"",59,281,1562,Betatorquevirus,MN769028.1,MN769028.1_1,660,15,Betatorquevirus
MN769027.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-100A-22,93678,TTV-like mini virus,2982,"",7,39,0,Betatorquevirus,MN769027.1,MN769027.1_1,674,20,Betatorquevirus
MN768568.1,Torque teno virus,Unclassified,Anelloviridae,SAfiA-92-2,68887,Torque teno virus,3488,"",14,225,782,Alphatorquevirus,MN768568.1,MN768568.1_1,641,32,Alphatorquevirus
MN768566.1,Torque teno virus,Unclassified,Anelloviridae,SAfiA-595-8,68887,Torque teno virus,3371,"",14,279,796,Alphatorquevirus,MN768566.1,MN768566.1_1,604,32,Alphatorquevirus
MN768565.1,Torque teno virus,Unclassified,Anelloviridae,SAfiA-593-0,68887,Torque teno virus,3651,"",14,360,737,Alphatorquevirus,MN768565.1,MN768565.1_1,647,32,Alphatorquevirus
MN768564.1,Torque teno virus,Unclassified,Anelloviridae,SAfiA-569-2,68887,Torque teno virus,3621,"",14,74,748,Alphatorquevirus,MN768564.1,MN768564.1_1,644,32,Alphatorquevirus
MN768563.1,Torque teno virus,Unclassified,Anelloviridae,SAfiA-274-0,68887,Torque teno virus,3713,"",14,11,722,Alphatorquevirus,MN768563.1,MN768563.1_1,645,32,Alphatorquevirus
MN768562.1,Torque teno virus,Unclassified,Anelloviridae,SAfiA-252-1,68887,Torque teno virus,3655,"",14,11,379,Alphatorquevirus,MN768562.1,MN768562.1_1,648,32,Alphatorquevirus
MN768561.1,Torque teno virus,Unclassified,Anelloviridae,SAfiA-716-1,68887,Torque teno virus,3451,"",74,395,790,Alphatorquevirus,MN768561.1,MN768561.1_1,652,32,Alphatorquevirus
MN768560.1,Torque teno virus,Unclassified,Anelloviridae,SAfiA-374-1,68887,Torque teno virus,3572,"",74,271,757,Alphatorquevirus,MN768560.1,MN768560.1_1,554,32,Alphatorquevirus
MN768559.1,Torque teno virus,Unclassified,Anelloviridae,SAfiA-332-1,68887,Torque teno virus,3542,"",74,271,768,Alphatorquevirus,MN768559.1,MN768559.1_1,551,32,Alphatorquevirus
MN765203.1,Torque teno virus,Unclassified,Anelloviridae,SAfiA-297-84,68887,Torque teno virus,3476,"",32,293,787,Alphatorquevirus,MN765203.1,MN765203.1_1,751,31,Alphatorquevirus
