Accession,Species,Genus,Family,Isolate,Virus Taxonomic ID,Virus Name,Length,Isolate Lineage source,leiden,genus,species,infer_genus,cdhit_representative,orf_id,aa_length
MN769087.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-225-5,93678,TTV-like mini virus,2894,"",27,40,130,Betatorquevirus,MN769087.1,MN769087.1_1,666
MN769086.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-224-33,93678,TTV-like mini virus,2807,"",44,129,115,Betatorquevirus,MN770124.1,MN769086.1_1,678
MN769085.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-224-27,93678,TTV-like mini virus,2848,"",46,29,7,Betatorquevirus,MN769185.1,MN769085.1_1,666
MN769084.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-224-25,93678,TTV-like mini virus,2871,"",53,187,1620,Betatorquevirus,MN769084.1,MN769084.1_1,660
MN769083.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-224-19,93678,TTV-like mini virus,2908,"",166,285,231,Betatorquevirus,MN769083.1,MN769083.1_1,672
MN769082.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-132-9,93678,TTV-like mini virus,2864,"",5,331,143,Betatorquevirus,MN769082.1,MN769082.1_1,657
MN769081.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-132-7,93678,TTV-like mini virus,2830,"",23,28,266,Betatorquevirus,MN769584.1,MN769081.1_1,663
MN769080.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-132-5,93678,TTV-like mini virus,2946,"",26,80,197,Betatorquevirus,MN769253.1,MN769080.1_1,670
MN769079.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-130-8,93678,TTV-like mini virus,2897,"",63,15,641,Hetorquevirus,MN769193.1,MN769079.1_1,665
MN769078.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-12A-2,93678,TTV-like mini virus,2928,"",7,39,0,Betatorquevirus,MN769027.1,MN769078.1_1,674
MN769077.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-128B-15,93678,TTV-like mini virus,2970,"",265,616,409,Betatorquevirus,MN769077.1,MN769077.1_1,688
MN769076.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-128A-23,93678,TTV-like mini virus,2919,"",2,173,71,Betatorquevirus,MN769076.1,MN769076.1_1,678
MN769075.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-127-17,93678,TTV-like mini virus,2826,"",64,10,46,Gammatorquevirus,MN769309.1,MN769075.1_1,657
MN769074.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-127-14,93678,TTV-like mini virus,2890,"",5,870,1482,Betatorquevirus,MN769074.1,MN769074.1_1,664
MN769073.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-124-45,93678,TTV-like mini virus,2814,"",0,214,1969,Betatorquevirus,MN769073.1,MN769073.1_1,655
MN769072.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-124-39,93678,TTV-like mini virus,2875,"",46,29,7,Betatorquevirus,MN769185.1,MN769072.1_1,666
MN769071.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-124-36,93678,TTV-like mini virus,2811,"",82,75,1984,Betatorquevirus,MN769071.1,MN769071.1_1,653
MN769070.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-124-35,93678,TTV-like mini virus,2826,"",53,262,250,Betatorquevirus,MN769070.1,MN769070.1_1,643
MN769069.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-124-32,93678,TTV-like mini virus,2847,"",5,70,94,Betatorquevirus,MN769543.1,MN769069.1_1,659
MN769068.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-124-29,93678,TTV-like mini virus,2876,"",46,188,1581,Betatorquevirus,MN769068.1,MN769068.1_1,669
MN769067.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-124-28,93678,TTV-like mini virus,2877,"",40,284,1570,Betatorquevirus,MN769067.1,MN769067.1_1,661
MN769066.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-124-21,93678,TTV-like mini virus,2911,"",2,134,79,Betatorquevirus,MN769589.1,MN769066.1_1,672
MN769065.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-123-15,93678,TTV-like mini virus,2875,"",7,39,0,Betatorquevirus,MN769027.1,MN769065.1_1,674
MN769064.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-122-5,93678,TTV-like mini virus,2929,"",7,39,0,Betatorquevirus,MN769027.1,MN769064.1_1,674
MN769063.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-122-14,93678,TTV-like mini virus,2850,"",10,160,278,Betatorquevirus,MN769206.1,MN769063.1_1,666
MN769062.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-121-17,93678,TTV-like mini virus,2825,"",21,96,1905,Betatorquevirus,MN769062.1,MN769062.1_1,658
MN769061.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-121-14,93678,TTV-like mini virus,2909,"",4,41,63,Betatorquevirus,MN769480.1,MN769061.1_1,669
MN769060.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-121-12,93678,TTV-like mini virus,2861,"",67,53,1688,Betatorquevirus,MN769060.1,MN769060.1_1,671
MN769059.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-121-10,93678,TTV-like mini virus,2927,"",2,252,1220,Betatorquevirus,MN769059.1,MN769059.1_1,678
MN769058.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-120-10,93678,TTV-like mini virus,2859,"",77,78,18,Betatorquevirus,MN769058.1,MN769058.1_1,663
MN769057.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-119-3,93678,TTV-like mini virus,2931,"",2,252,201,Betatorquevirus,MN769057.1,MN769057.1_1,678
MN769056.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-118-7,93678,TTV-like mini virus,2864,"",21,96,1668,Betatorquevirus,MN769056.1,MN769056.1_1,658
MN769055.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-116-35,93678,TTV-like mini virus,2874,"",143,203,142,Betatorquevirus,MN769055.1,MN769055.1_1,667
MN769054.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-116-34,93678,TTV-like mini virus,2830,"",23,28,266,Betatorquevirus,MN769584.1,MN769054.1_1,663
MN769053.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-116-30,93678,TTV-like mini virus,2883,"",27,119,81,Betatorquevirus,MN769684.1,MN769053.1_1,666
MN769052.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-116-25,93678,TTV-like mini virus,2906,"",79,196,245,Betatorquevirus,MN769052.1,MN769052.1_1,661
MN769051.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-116-23,93678,TTV-like mini virus,2916,"",2,411,1278,Betatorquevirus,MN769051.1,MN769051.1_1,671
MN769049.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-11-26,93678,TTV-like mini virus,2834,"",118,113,178,Betatorquevirus,MN770086.1,MN769049.1_1,668
MN769048.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-109-4,93678,TTV-like mini virus,2867,"",51,30,74,Betatorquevirus,MN769211.1,MN769048.1_1,664
MN769047.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-108-18,93678,TTV-like mini virus,2887,"",12,57,13,Betatorquevirus,MZ286269.1,MN769047.1_1,653
MN769046.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-108-15,93678,TTV-like mini virus,2948,"",22,118,108,Betatorquevirus,MN769046.1,MN769046.1_1,679
MN769045.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-108-14,93678,TTV-like mini virus,2961,"",57,363,1069,Betatorquevirus,MN769045.1,MN769045.1_1,672
MN769044.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-108-13,93678,TTV-like mini virus,2982,"",44,111,1019,Betatorquevirus,MN769044.1,MN769044.1_1,671
MN769043.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-106A-13,93678,TTV-like mini virus,2982,"",7,39,0,Betatorquevirus,MN769027.1,MN769043.1_1,674
MN769042.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-104-8,93678,TTV-like mini virus,2959,"",22,118,220,Betatorquevirus,MN769042.1,MN769042.1_1,679
MN769041.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-104-7,93678,TTV-like mini virus,2942,"",2,402,534,Betatorquevirus,MN769041.1,MN769041.1_1,681
MN769040.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-104-5,93678,TTV-like mini virus,2988,"",33,1,226,Betatorquevirus,MN769040.1,MN769040.1_1,668
MN769039.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-104-22,93678,TTV-like mini virus,2628,"",5,88,323,Betatorquevirus,MN769376.1,MN769039.1_1,653
MN769038.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-104-15,93678,TTV-like mini virus,2815,"",42,21,17,Betatorquevirus,MN769038.1,MN769038.1_1,664
MN769037.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-104-14,93678,TTV-like mini virus,2882,"",27,98,1539,Betatorquevirus,MN769037.1,MN769037.1_1,660
MN769036.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-104-10,93678,TTV-like mini virus,2918,"",2,173,71,Betatorquevirus,MN769076.1,MN769036.1_1,678
MN769035.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-10-4,93678,TTV-like mini virus,2994,"",7,301,189,Betatorquevirus,MN769035.1,MN769035.1_1,674
MN769034.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-103A-3,93678,TTV-like mini virus,2837,"",141,146,1844,Betatorquevirus,MN769034.1,MN769034.1_1,659
MN769033.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-102-50,93678,TTV-like mini virus,2852,"",19,24,1,Betatorquevirus,MN769033.1,MN769033.1_1,656
MN769032.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-10-13,93678,TTV-like mini virus,2889,"",5,573,1491,Betatorquevirus,MN769032.1,MN769032.1_1,665
MN769031.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-10-12,93678,TTV-like mini virus,2896,"",3,123,32,Betatorquevirus,MN769442.1,MN769031.1_1,665
MN769030.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-100A-30,93678,TTV-like mini virus,2820,"",94,231,191,Betatorquevirus,MN771444.1,MN769030.1_1,660
MN769029.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-100A-29,93678,TTV-like mini virus,2825,"",9,66,1904,Betatorquevirus,MN769029.1,MN769029.1_1,659
MN769028.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-100A-26,93678,TTV-like mini virus,2878,"",59,281,1562,Betatorquevirus,MN769028.1,MN769028.1_1,660
MN769027.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,SAfiA-100A-22,93678,TTV-like mini virus,2982,"",7,39,0,Betatorquevirus,MN769027.1,MN769027.1_1,674
MN768568.1,Torque teno virus,Unclassified,Anelloviridae,SAfiA-92-2,68887,Torque teno virus,3488,"",14,225,782,Alphatorquevirus,MN768568.1,MN768568.1_1,641
MN768567.1,Torque teno virus,Unclassified,Anelloviridae,SAfiA-91-2,68887,Torque teno virus,3655,"",14,11,379,Alphatorquevirus,MN768562.1,MN768567.1_1,648
MN768566.1,Torque teno virus,Unclassified,Anelloviridae,SAfiA-595-8,68887,Torque teno virus,3371,"",14,279,796,Alphatorquevirus,MN768566.1,MN768566.1_1,604
MN768565.1,Torque teno virus,Unclassified,Anelloviridae,SAfiA-593-0,68887,Torque teno virus,3651,"",14,360,737,Alphatorquevirus,MN768565.1,MN768565.1_1,647
MN768564.1,Torque teno virus,Unclassified,Anelloviridae,SAfiA-569-2,68887,Torque teno virus,3621,"",14,74,748,Alphatorquevirus,MN768564.1,MN768564.1_1,644
MN768563.1,Torque teno virus,Unclassified,Anelloviridae,SAfiA-274-0,68887,Torque teno virus,3713,"",14,11,722,Alphatorquevirus,MN768563.1,MN768563.1_1,645
MN768562.1,Torque teno virus,Unclassified,Anelloviridae,SAfiA-252-1,68887,Torque teno virus,3655,"",14,11,379,Alphatorquevirus,MN768562.1,MN768562.1_1,648
MN768561.1,Torque teno virus,Unclassified,Anelloviridae,SAfiA-716-1,68887,Torque teno virus,3451,"",74,395,790,Alphatorquevirus,MN768561.1,MN768561.1_1,652
MN768560.1,Torque teno virus,Unclassified,Anelloviridae,SAfiA-374-1,68887,Torque teno virus,3572,"",74,271,757,Alphatorquevirus,MN768560.1,MN768560.1_1,554
MN768559.1,Torque teno virus,Unclassified,Anelloviridae,SAfiA-332-1,68887,Torque teno virus,3542,"",74,271,768,Alphatorquevirus,MN768559.1,MN768559.1_1,551
MN765203.1,Torque teno virus,Unclassified,Anelloviridae,SAfiA-297-84,68887,Torque teno virus,3476,"",32,293,787,Alphatorquevirus,MN765203.1,MN765203.1_1,751
MN765202.1,Torque teno virus,Unclassified,Anelloviridae,SAfiA-802-2,68887,Torque teno virus,3634,"",73,199,743,Alphatorquevirus,MN765202.1,MN765202.1_1,753
MN765201.1,Torque teno virus,Unclassified,Anelloviridae,SAfiA-468-6,68887,Torque teno virus,3550,"",73,199,765,Alphatorquevirus,MN765201.1,MN765201.1_1,750
MN765200.1,Torque teno virus,Unclassified,Anelloviridae,SAfiA-577-38,68887,Torque teno virus,3649,"",56,376,739,Unclassified,MN765200.1,MN765200.1_1,763
MN765199.1,Torque teno virus,Unclassified,Anelloviridae,SAfiA-242-2,68887,Torque teno virus,3637,"",72,425,742,Alphatorquevirus,MN765199.1,MN765199.1_1,752
MN765198.1,Torque teno virus,Unclassified,Anelloviridae,SAfiA-572-4,68887,Torque teno virus,3503,"",72,735,779,Alphatorquevirus,MN765198.1,MN765198.1_1,735
MN765197.1,Torque teno virus,Unclassified,Anelloviridae,SAfiA-822-3,68887,Torque teno virus,3558,"",103,205,761,Unclassified,MN765197.1,MN765197.1_1,740
MN765196.1,Torque teno virus,Unclassified,Anelloviridae,SAfiA-582-2,68887,Torque teno virus,3601,"",13,6,752,Alphatorquevirus,MN765196.1,MN765196.1_1,767
MN765195.1,Torque teno virus,Unclassified,Anelloviridae,SAfiA-361-13,68887,Torque teno virus,3518,"",70,537,772,Alphatorquevirus,MN765195.1,MN765195.1_1,746
MK820646.1,Torque teno virus,Unclassified,Anelloviridae,BD67,68887,Torque teno virus,2908,blood,24,351,1340,Unclassified,MK820646.1,MK820646.1_1,760
MK820645.1,Torque teno virus,Unclassified,Anelloviridae,FL08,68887,Torque teno virus,3177,blood,71,195,876,Unclassified,MK820645.1,MK820645.1_1,540
MK820644.1,Torque teno virus,Unclassified,Anelloviridae,FL100,68887,Torque teno virus,3623,blood,244,731,746,Unclassified,MK820644.1,MK820644.1_1,505
MK212032.1,Anelloviridae sp.,Unclassified,Anelloviridae,"",2055263,Anelloviridae sp.,2919,"",152,170,147,Hetorquevirus,MK212032.1,MK212032.1_1,664
MK212031.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,"",93678,TTV-like mini virus,2907,"",52,32,611,Betatorquevirus,MK212031.1,MK212031.1_1,669
MK212030.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,"",93678,TTV-like mini virus,2869,"",55,100,39,Betatorquevirus,MK212030.1,MK212030.1_1,660
MK212029.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,"",93678,TTV-like mini virus,2802,"",131,975,2028,Betatorquevirus,MK212029.1,MK212029.1_1,653
MK139485.1,TTV-like mini virus,Betatorquevirus,Anelloviridae,"",93678,TTV-like mini virus,2915,"",2,838,1286,Betatorquevirus,MK139485.1,MK139485.1_1,674
MH649263.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctgh3,2055263,Anelloviridae sp.,2845,blood,104,89,1795,Betatorquevirus,MH649263.1,MH649263.1_1,655
MH649258.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctcg010,2055263,Anelloviridae sp.,3168,blood,16,4,885,Alphatorquevirus,MH649258.1,MH649258.1_1,740
MH649256.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctca002,2055263,Anelloviridae sp.,3904,blood,13,289,673,Alphatorquevirus,MH649256.1,MH649256.1_1,742
MH649255.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctbb023,2055263,Anelloviridae sp.,2562,blood,175,511,2201,Alphatorquevirus,MH649255.1,MH649255.1_1,522
MH649254.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctjb007,2055263,Anelloviridae sp.,2571,blood,360,486,2196,Unclassified,MH649254.1,MH649254.1_1,661
MH649242.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctbf003,2055263,Anelloviridae sp.,3905,blood,16,4,672,Alphatorquevirus,MH649242.1,MH649242.1_1,736
MH649241.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctda027,2055263,Anelloviridae sp.,2709,blood,8,83,2156,Betatorquevirus,MH649241.1,MH649241.1_1,659
MH649229.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctcb036,2055263,Anelloviridae sp.,2550,blood,276,3,2206,Unclassified,MH649229.1,MH649229.1_1,662
MH649228.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctcf013,2055263,Anelloviridae sp.,2980,blood,30,268,1025,Betatorquevirus,MH649228.1,MH649228.1_1,678
MH649224.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctce11,2055263,Anelloviridae sp.,2891,blood,30,290,1473,Betatorquevirus,MH649224.1,MH649224.1_1,673
MH649223.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctci016,2055263,Anelloviridae sp.,3141,blood,9,69,899,Betatorquevirus,MH649223.1,MH649223.1_1,659
MH649217.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctbe029,2055263,Anelloviridae sp.,2228,blood,54,16,2256,Betatorquevirus,MH649217.1,MH649217.1_1,632
MH649212.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctcf004,2055263,Anelloviridae sp.,2403,blood,45,7,2241,Betatorquevirus,MH649212.1,MH649212.1_1,642
MH649210.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctda001,2055263,Anelloviridae sp.,3965,blood,70,485,666,Alphatorquevirus,MH649210.1,MH649210.1_1,750
MH649209.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctbg056,2055263,Anelloviridae sp.,2381,blood,100,54,481,Betatorquevirus,MH649209.1,MH649209.1_1,564
MH649208.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctid008,2055263,Anelloviridae sp.,3209,blood,16,64,848,Alphatorquevirus,MZ286158.1,MH649208.1_1,733
MH649206.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctbg010,2055263,Anelloviridae sp.,2619,blood,86,62,2180,Betatorquevirus,MN771356.1,MH649206.1_1,661
MH649204.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctbj003,2055263,Anelloviridae sp.,2665,blood,4,470,2164,Betatorquevirus,MH649204.1,MH649204.1_1,652
MH649203.1,Anelloviridae sp.,Unclassified,Anelloviridae,cthc018,2055263,Anelloviridae sp.,3219,blood,32,206,844,Alphatorquevirus,MZ286006.1,MH649203.1_1,735
MH649199.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctbb017,2055263,Anelloviridae sp.,2933,blood,145,515,1183,Betatorquevirus,MH649199.1,MH649199.1_1,686
MH649196.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctci060,2055263,Anelloviridae sp.,2290,blood,110,354,2250,Betatorquevirus,MH649174.1,MH649196.1_1,607
MH649189.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctcc12,2055263,Anelloviridae sp.,2894,blood,30,290,1451,Betatorquevirus,MH649189.1,MH649189.1_1,675
MH649186.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctcb33,2055263,Anelloviridae sp.,2665,blood,130,42,2163,Betatorquevirus,MH649186.1,MH649186.1_1,674
MH649185.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctcb059,2055263,Anelloviridae sp.,1649,blood,361,1041,2286,Unclassified,MH649185.1,MH649185.1_1,470
MH649183.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctbb031,2055263,Anelloviridae sp.,2932,blood,30,268,1193,Betatorquevirus,MH649183.1,MH649183.1_1,678
MH649179.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctbe000,2055263,Anelloviridae sp.,3777,blood,13,6,702,Alphatorquevirus,OR148955.1,MH649179.1_1,767
MH649178.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctfc006,2055263,Anelloviridae sp.,3837,blood,103,205,680,Unclassified,MH649178.1,MH649178.1_1,739
MH649174.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctbj049,2055263,Anelloviridae sp.,2291,blood,110,354,2249,Betatorquevirus,MH649174.1,MH649174.1_1,607
MH649172.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctbh857,2055263,Anelloviridae sp.,2255,blood,266,1028,2253,Unclassified,MH649172.1,MH649172.1_1,673
MH649169.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctib021,2055263,Anelloviridae sp.,2669,blood,119,494,2162,Unclassified,MH649158.1,MH649169.1_1,698
MH649165.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctcc29,2055263,Anelloviridae sp.,2312,blood,294,491,2247,Unclassified,MH649165.1,MH649165.1_1,650
MH649161.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctcf045,2055263,Anelloviridae sp.,2501,blood,290,153,2226,Unclassified,MH649161.1,MH649161.1_1,665
MH649158.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctbf005,2055263,Anelloviridae sp.,3798,blood,119,353,692,Unclassified,MH649158.1,MH649158.1_1,744
MH649157.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctbd025,2055263,Anelloviridae sp.,2961,blood,266,803,1068,Unclassified,MH649157.1,MH649157.1_1,676
MH649156.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctci006,2055263,Anelloviridae sp.,3316,blood,16,194,802,Alphatorquevirus,MH649156.1,MH649156.1_1,735
MH649152.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctcj13,2055263,Anelloviridae sp.,2848,blood,87,930,1773,Betatorquevirus,MH649152.1,MH649152.1_1,652
MH649144.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctfj004,2055263,Anelloviridae sp.,3624,blood,14,225,745,Alphatorquevirus,MH649144.1,MH649144.1_1,641
MH649143.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctbe074,2055263,Anelloviridae sp.,1521,blood,14,1042,2287,Alphatorquevirus,MH648913.1,,0
MH649142.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctid026,2055263,Anelloviridae sp.,2467,blood,13,489,2234,Alphatorquevirus,MH649142.1,MH649142.1_1,675
MH649141.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctbc019,2055263,Anelloviridae sp.,2668,blood,51,152,597,Betatorquevirus,MH649141.1,MH649141.1_1,662
MH649137.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctbb000,2055263,Anelloviridae sp.,3696,blood,20,71,727,Alphatorquevirus,MH649137.1,MH649137.1_1,780
MH649129.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctia035,2055263,Anelloviridae sp.,1911,blood,16,715,2276,Alphatorquevirus,MH649129.1,MH649129.1_1,473
MH649127.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctba013,2055263,Anelloviridae sp.,3515,blood,251,734,773,Unclassified,MH649127.1,MH649127.1_1,792
MH649125.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctbb15,2055263,Anelloviridae sp.,2897,blood,30,547,1424,Betatorquevirus,MH649125.1,MH649125.1_1,676
MH649122.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctdc002,2055263,Anelloviridae sp.,3955,blood,20,85,667,Alphatorquevirus,MH649122.1,MH649122.1_1,786
MH649114.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctbf050,2055263,Anelloviridae sp.,2536,blood,243,412,596,Unclassified,MH649114.1,MH649114.1_1,643
MH649113.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctch068,2055263,Anelloviridae sp.,1854,blood,119,494,2278,Unclassified,MH649113.1,MH649113.1_1,604
MH649109.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctda033,2055263,Anelloviridae sp.,1996,blood,174,1033,2272,Unclassified,MH649109.1,MH649109.1_1,416
MH649106.1,Anelloviridae sp.,Unclassified,Anelloviridae,ctca015,2055263,Anelloviridae sp.,2839,blood,50,13,1834,Betatorquevirus,MH649106.1,MH649106.1_1,661
