Accession,GenBank_RefSeq,Assembly,SRA_Accession,BioSample,BioProject,Organism_Name,Species,Genus,Family,Genotype,Isolate,Segment,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Submitters,Organization,Org_location,Publications,Collection_Date,Release_Date,Molecule_type
MN771395.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-110-12,,"MAG: TTV-like mini virus isolate SAfiA-110-12, complete genome",2931,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN771396.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-113-23,,"MAG: TTV-like mini virus isolate SAfiA-113-23, complete genome",2792,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN771397.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-128A-29,,"MAG: TTV-like mini virus isolate SAfiA-128A-29, complete genome",2843,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN771398.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-224-32,,"MAG: TTV-like mini virus isolate SAfiA-224-32, complete genome",2841,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN771399.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-238-13,,"MAG: TTV-like mini virus isolate SAfiA-238-13, complete genome",2874,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN771400.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-262-11,,"MAG: TTV-like mini virus isolate SAfiA-262-11, complete genome",2768,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN771401.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-266-17,,"MAG: TTV-like mini virus isolate SAfiA-266-17, complete genome",2828,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN771402.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-277-35,,"MAG: TTV-like mini virus isolate SAfiA-277-35, complete genome",2791,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN771403.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-287B-14,,"MAG: TTV-like mini virus isolate SAfiA-287B-14, complete genome",2832,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN771404.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-297-107,,"MAG: TTV-like mini virus isolate SAfiA-297-107, complete genome",2837,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN771405.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-300-15,,"MAG: TTV-like mini virus isolate SAfiA-300-15, complete genome",2956,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN771406.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-300-26,,"MAG: TTV-like mini virus isolate SAfiA-300-26, complete genome",2756,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN771407.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-314-17,,"MAG: TTV-like mini virus isolate SAfiA-314-17, complete genome",2977,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN771408.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-314-22,,"MAG: TTV-like mini virus isolate SAfiA-314-22, complete genome",2851,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN771409.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-316-34,,"MAG: TTV-like mini virus isolate SAfiA-316-34, complete genome",2769,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN771410.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-317-11,,"MAG: TTV-like mini virus isolate SAfiA-317-11, complete genome",2885,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN771411.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-334-30,,"MAG: TTV-like mini virus isolate SAfiA-334-30, complete genome",2798,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN771412.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-346-23,,"MAG: TTV-like mini virus isolate SAfiA-346-23, complete genome",2901,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN771413.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-350-21,,"MAG: TTV-like mini virus isolate SAfiA-350-21, complete genome",2888,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN771414.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-350-43,,"MAG: TTV-like mini virus isolate SAfiA-350-43, complete genome",2746,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN771415.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-352-28,,"MAG: TTV-like mini virus isolate SAfiA-352-28, complete genome",2810,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN771416.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-35-31,,"MAG: TTV-like mini virus isolate SAfiA-35-31, complete genome",2935,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN771417.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-353-38,,"MAG: TTV-like mini virus isolate SAfiA-353-38, complete genome",2845,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN771418.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-35-78,,"MAG: TTV-like mini virus isolate SAfiA-35-78, complete genome",2799,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN771419.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-367-39,,"MAG: TTV-like mini virus isolate SAfiA-367-39, complete genome",2818,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN771420.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-367-44,,"MAG: TTV-like mini virus isolate SAfiA-367-44, complete genome",2767,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN771421.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-370-6,,"MAG: TTV-like mini virus isolate SAfiA-370-6, complete genome",2893,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN771422.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-37-10,,"MAG: TTV-like mini virus isolate SAfiA-37-10, complete genome",2807,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN771423.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-380-32,,"MAG: TTV-like mini virus isolate SAfiA-380-32, complete genome",2872,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN771424.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-380-63,,"MAG: TTV-like mini virus isolate SAfiA-380-63, complete genome",2839,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN771425.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-380-71,,"MAG: TTV-like mini virus isolate SAfiA-380-71, complete genome",2813,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN771426.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-380-77,,"MAG: TTV-like mini virus isolate SAfiA-380-77, complete genome",2797,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN771427.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-385-12,,"MAG: TTV-like mini virus isolate SAfiA-385-12, complete genome",2813,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN771428.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-388-124,,"MAG: TTV-like mini virus isolate SAfiA-388-124, complete genome",2897,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
MN771429.1,GenBank,,,,,TTV-like mini virus,TTV-like mini virus,Betatorquevirus,Anelloviridae,,SAfiA-388-151,,"MAG: TTV-like mini virus isolate SAfiA-388-151, complete genome",2817,complete,Tanzania,Tanzania,,Homo sapiens,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,1,2015,2021-12-19,ssDNA(-)
