Accession	BioProjects	BioSample accession	Completeness	Gene count	Geographic Location	Geographic Region	Geographic State	Host Common Name	Host Infraspecific Names Breed	Host Infraspecific Names Cultivar	Host Infraspecific Names Ecotype	Host Infraspecific Names Isolate	Host Infraspecific Names Sex	Host Infraspecific Names Strain	Host Name	Host Pangolin Classification	Host Taxonomic ID	Is Annotated	Is Complete	Is Lab Host	Is Vaccine Strain	Isolate Collection date	Isolate Lineage	Isolate Lineage source	Lab Host	Length	Mature peptide count	Molecule type	Nucleotide completeness	Protein count	Purpose of Sampling	Release date	Segment	Source database	SRA Accessions	Submitter Affiliation	Submitter Country	Submitter Names	Update date	Virus Common Name	Virus Infraspecific Names Breed	Virus Infraspecific Names Cultivar	Virus Infraspecific Names Ecotype	Virus Infraspecific Names Isolate	Virus Infraspecific Names Sex	Virus Infraspecific Names Strain	Virus Name	Virus Pangolin Classification	Virus Taxonomic ID
MN769135.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-259-10			2900				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769134.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-257-13			2864				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769133.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-256-14			2826				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769132.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-254-45			2770				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769131.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-254-30			2848				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769130.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-252-16			2859				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769129.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-252-15			2868				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769128.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-248-5			2951				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769127.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-248-4			2948				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769126.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-247-30			2781				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769125.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-247-16			2904				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769124.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-245-6			2941				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769123.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-245-16			2919				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769122.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-245-15			2890				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769121.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-245-13			2927				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769120.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-244-15			2855				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769119.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-244-11			2919				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769118.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-244-10			2927				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769117.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-241-8			2982				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769116.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-241-27			2803				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769115.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-241-14			2966				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769114.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-240-9			2875				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769113.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-239-6			2894				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769112.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-239-5			2968				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769111.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-238-11			2894				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769110.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-237-6			2901				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769109.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-235-49			2803				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769108.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-235-46			2884				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769107.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-235-42			2875				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769106.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-235-40			2912				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769105.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-235-34			2854				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769104.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-235-33			2820				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769103.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-235-27			2912				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769102.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-235-23			2928				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769101.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-234-15			2825				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769100.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-234-14			2902				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769099.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-232-4			2877				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
